Dia: 1.8 m | Vel: 17.5 km/s | theta: 31.9 deg | Strength: 3.0e+05 Pa
Power (W)    Altitude (m)
8.2652e+08   7.7457e+04
8.2876e+08   7.7430e+04
8.3101e+08   7.7402e+04
8.3326e+08   7.7375e+04
8.3553e+08   7.7347e+04
8.3780e+08   7.7320e+04
8.4007e+08   7.7292e+04
8.4235e+08   7.7265e+04
8.4464e+08   7.7237e+04
8.4694e+08   7.7210e+04
8.4924e+08   7.7182e+04
8.5155e+08   7.7155e+04
8.5386e+08   7.7127e+04
8.5618e+08   7.7100e+04
8.5851e+08   7.7072e+04
8.6085e+08   7.7045e+04
8.6319e+08   7.7017e+04
8.6554e+08   7.6990e+04
8.6790e+08   7.6962e+04
8.7026e+08   7.6935e+04
8.7263e+08   7.6907e+04
8.7501e+08   7.6880e+04
8.7739e+08   7.6852e+04
8.7978e+08   7.6825e+04
8.8218e+08   7.6797e+04
8.8458e+08   7.6770e+04
8.8699e+08   7.6742e+04
8.8941e+08   7.6715e+04
8.9184e+08   7.6687e+04
8.9427e+08   7.6660e+04
8.9671e+08   7.6632e+04
