Dia: 1.2 m | Vel: 21.2 km/s | theta: 25.0 deg | Strength: 2.0e+05 Pa
Power (W)    Altitude (m)
3.7358e+09   7.2077e+04
3.7453e+09   7.2051e+04
3.7549e+09   7.2024e+04
3.7645e+09   7.1998e+04
3.7741e+09   7.1971e+04
3.7837e+09   7.1945e+04
3.7933e+09   7.1918e+04
3.8030e+09   7.1891e+04
3.8127e+09   7.1865e+04
3.8224e+09   7.1838e+04
3.8322e+09   7.1812e+04
3.8420e+09   7.1785e+04
3.8518e+09   7.1759e+04
3.8616e+09   7.1732e+04
3.8714e+09   7.1706e+04
3.8813e+09   7.1679e+04
3.8912e+09   7.1653e+04
3.9011e+09   7.1626e+04
3.9111e+09   7.1600e+04
3.9211e+09   7.1573e+04
3.9311e+09   7.1547e+04
3.9411e+09   7.1520e+04
3.9511e+09   7.1493e+04
3.9612e+09   7.1467e+04
3.9713e+09   7.1440e+04
3.9814e+09   7.1414e+04
3.9916e+09   7.1387e+04
4.0018e+09   7.1361e+04
4.0120e+09   7.1334e+04
4.0222e+09   7.1308e+04
4.0324e+09   7.1281e+04
4.0427e+09   7.1255e+04
4.0530e+09   7.1228e+04
4.0634e+09   7.1202e+04
4.0737e+09   7.1175e+04
4.0841e+09   7.1149e+04
4.0945e+09   7.1122e+04
4.1050e+09   7.1096e+04
4.1154e+09   7.1069e+04
4.1259e+09   7.1043e+04
4.1364e+09   7.1016e+04
4.1470e+09   7.0989e+04
4.1575e+09   7.0963e+04
4.1681e+09   7.0936e+04
4.1788e+09   7.0910e+04
4.1894e+09   7.0883e+04
4.2001e+09   7.0857e+04
4.2108e+09   7.0830e+04
4.2215e+09   7.0804e+04
4.2323e+09   7.0777e+04
4.2431e+09   7.0751e+04
4.2539e+09   7.0724e+04
4.2647e+09   7.0698e+04
4.2756e+09   7.0671e+04
4.2865e+09   7.0645e+04
4.2974e+09   7.0618e+04
4.3083e+09   7.0592e+04
4.3193e+09   7.0565e+04
4.3303e+09   7.0539e+04
4.3413e+09   7.0512e+04
4.3524e+09   7.0486e+04
4.3635e+09   7.0459e+04
4.3746e+09   7.0433e+04
4.3857e+09   7.0406e+04
4.3969e+09   7.0380e+04
4.4081e+09   7.0353e+04
4.4193e+09   7.0327e+04
4.4305e+09   7.0300e+04
4.4418e+09   7.0274e+04
4.4531e+09   7.0247e+04
4.4645e+09   7.0221e+04
4.4758e+09   7.0194e+04
4.4872e+09   7.0168e+04
4.4986e+09   7.0141e+04
4.5101e+09   7.0115e+04
4.5216e+09   7.0088e+04
4.5331e+09   7.0062e+04
4.5446e+09   7.0035e+04
4.5562e+09   7.0009e+04
4.5677e+09   6.9982e+04
4.5794e+09   6.9956e+04
4.5910e+09   6.9929e+04
4.6027e+09   6.9903e+04
4.6144e+09   6.9876e+04
4.6261e+09   6.9850e+04
4.6379e+09   6.9823e+04
4.6497e+09   6.9797e+04
4.6615e+09   6.9770e+04
4.6734e+09   6.9744e+04
4.6852e+09   6.9717e+04
4.6971e+09   6.9691e+04
4.7091e+09   6.9664e+04
4.7210e+09   6.9638e+04
4.7330e+09   6.9611e+04
4.7451e+09   6.9585e+04
4.7571e+09   6.9558e+04
4.7692e+09   6.9532e+04
4.7813e+09   6.9505e+04
4.7935e+09   6.9479e+04
4.8057e+09   6.9452e+04
4.8179e+09   6.9426e+04
4.8301e+09   6.9399e+04
4.8424e+09   6.9373e+04
4.8547e+09   6.9346e+04
4.8670e+09   6.9320e+04
4.8793e+09   6.9293e+04
4.8917e+09   6.9267e+04
4.9041e+09   6.9240e+04
4.9166e+09   6.9214e+04
4.9291e+09   6.9187e+04
4.9416e+09   6.9161e+04
4.9541e+09   6.9134e+04
4.9667e+09   6.9108e+04
4.9793e+09   6.9081e+04
4.9919e+09   6.9055e+04
5.0046e+09   6.9029e+04
5.0173e+09   6.9002e+04
5.0300e+09   6.8976e+04
5.0427e+09   6.8949e+04
5.0555e+09   6.8923e+04
5.0683e+09   6.8896e+04
5.0812e+09   6.8870e+04
5.0941e+09   6.8843e+04
5.1070e+09   6.8817e+04
5.1199e+09   6.8790e+04
5.1329e+09   6.8764e+04
5.1459e+09   6.8737e+04
5.1589e+09   6.8711e+04
5.1720e+09   6.8684e+04
5.1851e+09   6.8658e+04
5.1982e+09   6.8631e+04
5.2114e+09   6.8605e+04
5.2246e+09   6.8578e+04
5.2378e+09   6.8552e+04
5.2511e+09   6.8525e+04
5.2643e+09   6.8499e+04
5.2777e+09   6.8473e+04
5.2910e+09   6.8446e+04
5.3044e+09   6.8420e+04
5.3178e+09   6.8393e+04
5.3313e+09   6.8367e+04
5.3448e+09   6.8340e+04
5.3583e+09   6.8314e+04
5.3718e+09   6.8287e+04
5.3854e+09   6.8261e+04
5.3990e+09   6.8234e+04
5.4127e+09   6.8208e+04
5.4263e+09   6.8181e+04
5.4400e+09   6.8155e+04
5.4538e+09   6.8128e+04
5.4676e+09   6.8102e+04
5.4814e+09   6.8076e+04
5.4952e+09   6.8049e+04
5.5091e+09   6.8023e+04
5.5230e+09   6.7996e+04
5.5369e+09   6.7970e+04
5.5509e+09   6.7943e+04
5.5649e+09   6.7917e+04
5.5790e+09   6.7890e+04
5.5930e+09   6.7864e+04
5.6071e+09   6.7837e+04
5.6213e+09   6.7811e+04
5.6355e+09   6.7785e+04
5.6497e+09   6.7758e+04
5.6639e+09   6.7732e+04
5.6782e+09   6.7705e+04
5.6925e+09   6.7679e+04
5.7068e+09   6.7652e+04
5.7212e+09   6.7626e+04
5.7356e+09   6.7599e+04
5.7501e+09   6.7573e+04
5.7646e+09   6.7546e+04
5.7791e+09   6.7520e+04
5.7936e+09   6.7494e+04
5.8082e+09   6.7467e+04
5.8228e+09   6.7441e+04
